Bowl,Date,Location,points1,points2,team1,team2,stadiumlat,stadiumlng,team1lat,team1lng,team2lat,team2lng
645,Sun Bowl,12/30/2005,"El Paso, TX",50,38,UCLA,Northwestern,31.7618778,-106.4850217,34.068921,-118.4451811,45.031563,-93.168573
646,Emerald Bowl,12/29/2005,"San Francisco, CA",38,10,Utah,Georgia Tech,37.7749295,-122.4194155,40.7649368,-111.8421021,33.7756178,-84.39628499999999
647,Holiday Bowl,12/29/2005,"San Diego, CA",17,14,Oklahoma,Oregon,32.715738,-117.1610838,35.2058936,-97.4457137,44.0448302,-123.0726055
648,Alamo Bowl,12/28/2005,"San Antonio, TX",32,28,Nebraska,Michigan,29.4241219,-98.49362819999999,40.8201966,-96.70047629999999,42.2780436,-83.7382241
649,MPC Computers Bowl,12/28/2005,"Boise, ID",27,21,Boston College,Boise State,43.6150186,-116.2023137,42.3355488,-71.16849450000001,43.6028311,-116.201767
650,Champs Sports Bowl,12/27/2005,"Orlando, FL",19,10,Clemson,Colorado,28.5383355,-81.3792365,34.6738437,-82.8368654,40.00758099999999,-105.2659417
651,Insight Bowl,12/27/2005,"Phoenix, AZ",45,40,Arizona State,Rutgers,33.4483771,-112.0740373,32.2318851,-110.9501094,40.5008186,-74.44739910000001
652,Motor City Bowl,12/26/2005,"Detroit, MI",38,31,Memphis,Akron,42.331427,-83.0457538,35.1187498,-89.9374928,41.0770227,-81.5114462
653,Hawaii Bowl,12/24/2005,"Honolulu, HI",49,48,Nevada,Central Florida,21.3069444,-157.8583333,39.5441917,-119.816397,28.6024274,-81.2000599
654,Fort Worth Bowl,12/23/2005,"Fort Worth, TX",42,13,Kansas,Houston,32.7554883,-97.3307658,38.9543439,-95.2557961,29.7199489,-95.3422334
655,Las Vegas Bowl,12/22/2005,"Las Vegas, NV",35,28,California,Brigham Young,36.1699412,-115.1398296,37.8718992,-122.2585399,40.2518435,-111.6493156
656,Poinsettia Bowl,12/22/2005,"San Diego, CA",51,30,Navy,Colorado State,32.715738,-117.1610838,38.98206580000001,-76.4839405,40.573436,-105.0865473
657,GMAC Bowl,12/21/2005,"Mobile, AL",45,13,Toledo,Texas-El Paso,30.6953657,-88.0398912,41.6578804,-83.6142374,31.7709368,-106.5046405
658,New Orleans Bowl,12/20/2005,"Lafayette, LA",31,19,Southern Mississippi,Arkansas State,30.2240897,-92.0198427,31.3298941,-89.3340439,35.0729706,-91.8962336
659,BCS Championship,1/8/2007,"Glendale, AZ",41,14,Florida (2),Ohio State (1),33.5386523,-112.1859866,29.6436325,-82.3549302,40.0068363,-83.0306222
660,GMAC Bowl,1/7/2007,"Mobile, AL",28,7,Southern Mississippi,Ohio,30.6953657,-88.0398912,31.3298941,-89.3340439,39.324358,-82.10138889999999
661,International Bowl,1/6/2007,"Toronto, Canada",27,24,Cincinnati,Western Michigan,43.653226,-79.3831843,39.1329219,-84.51495039999999,42.2837336,-85.6102507
662,Sugar Bowl,1/3/2007,"New Orleans, LA",41,14,Louisiana State (4),Notre Dame (11),29.95106579999999,-90.0715323,30.4132579,-91.1800023,41.7055716,-86.2353388
663,Orange Bowl,1/2/2007,"Miami, FL",24,13,Louisville (5),Wake Forest (15),25.7616798,-80.1917902,38.2122761,-85.75850229999999,36.1354033,-80.27922749999999
664,Capital One Bowl,1/1/2007,"Orlando, FL",17,14,Wisconsin (6),Arkansas (12),28.5383355,-81.3792365,43.076592,-89.4124875,36.0686895,-94.1748471
665,Cotton Bowl,1/1/2007,"Dallas, TX",17,14,Auburn (10),Nebraska (22),32.7766642,-96.79698789999999,32.5933574,-85.4951663,40.8201966,-96.70047629999999
666,Fiesta Bowl,1/1/2007,"Glendale, AZ",43,42,Boise State (9),Oklahoma (7),33.5386523,-112.1859866,43.6028311,-116.201767,35.2058936,-97.4457137
667,Gator Bowl,1/1/2007,"Jacksonville, FL",38,35,West Virginia (13),Georgia Tech,30.3321838,-81.65565099999999,39.6480359,-79.9697147,33.7756178,-84.39628499999999
668,Outback Bowl,1/1/2007,"Tampa, FL",20,10,Penn State,Tennessee (17),27.950575,-82.4571776,40.7982133,-77.8599084,35.9544013,-83.92945639999999
669,Rose Bowl,1/1/2007,"Pasadena, CA",32,18,Southern California (8),Michigan (3),34.1477849,-118.1445155,34.0223519,-118.285117,42.2780436,-83.7382241
670,MPC Computers Bowl,12/31/2006,"Boise, ID",21,20,Miami (FL),Nevada,43.6150186,-116.2023137,25.7178924,-80.2746368,39.5441917,-119.816397
671,Alamo Bowl,12/30/2006,"San Antonio, TX",26,24,Texas (18),Iowa,29.4241219,-98.49362819999999,30.2849185,-97.7340567,41.6626963,-91.5548998
672,Chick-fil-A Bowl,12/30/2006,"Atlanta, GA",31,24,Georgia,Virginia Tech (14),33.7489954,-84.3879824,33.9480053,-83.3773221,37.22838429999999,-80.42341669999999
673,Meineke Car Care Bowl,12/30/2006,"Charlotte, NC",25,24,Boston College (23),Navy,35.2270869,-80.8431267,42.3355488,-71.16849450000001,38.98206580000001,-76.4839405
674,Champs Sports Bowl,12/29/2006,"Orlando, FL",24,7,Maryland,Purdue,28.5383355,-81.3792365,38.9869183,-76.9425543,40.4237054,-86.92119459999999
675,Insight Bowl,12/29/2006,"Tempe, AZ",44,41,Texas Tech,Minnesota,33.4255104,-111.9400054,33.5842591,-101.8782822,44.97399,-93.2277285
676,Liberty Bowl,12/29/2006,"Memphis, TN",44,36,South Carolina,Houston,35.1495343,-90.0489801,33.9937575,-81.0299186,29.7199489,-95.3422334
677,Music City Bowl,12/29/2006,"Nashville, TN",28,20,Kentucky,Clemson,36.1626638,-86.7816016,38.0306511,-84.5039697,34.6738437,-82.8368654
678,Sun Bowl,12/29/2006,"El Paso, TX",39,38,Oregon State (24),Missouri,31.7618778,-106.4850217,44.5637806,-123.2794443,38.9403808,-92.32773750000001
679,Holiday Bowl,12/28/2006,"San Diego, CA",45,10,California (20),Texas A&M (21),32.715738,-117.1610838,37.8718992,-122.2585399,30.6187558,-96.33647719999999
680,Independence Bowl,12/28/2006,"Shreveport, LA",34,31,Oklahoma State,Alabama,32.5251516,-93.7501789,36.1270236,-97.07372219999999,33.2140233,-87.5391418
681,Texas Bowl,12/28/2006,"Houston, TX",37,10,Rutgers (16),Kansas State,29.7604267,-95.3698028,40.5008186,-74.44739910000001,38.9543439,-95.2557961
682,Emerald Bowl,12/27/2006,"San Francisco, CA",44,27,Florida State,UCLA,37.7749295,-122.4194155,30.43495,-84.284994,34.068921,-118.4451811
683,Motor City Bowl,12/26/2006,"Detroit, MI",31,14,Central Michigan,Middle Tennessee State,42.331427,-83.0457538,43.5819086,-84.7756364,35.8486105,-86.3648813
684,Hawaii Bowl,12/24/2006,"Honolulu, HI",41,24,Hawaii,Arizona State,21.3069444,-157.8583333,21.296939,-157.8171118,32.2318851,-110.9501094
685,Armed Forces Bowl,12/23/2006,"Fort Worth, TX",25,13,Utah,Tulsa,32.7554883,-97.3307658,40.7649368,-111.8421021,36.1520526,-95.94607529999999
686,New Mexico Bowl,12/23/2006,"Albuquerque, NM",20,12,San Jose State,New Mexico,35.0843859,-106.650422,37.3351874,-121.8810715,35.0843187,-106.6197812
687,PapaJohns.com Bowl,12/23/2006,"Birmingham, AL",24,7,South Florida,East Carolina,33.5185892,-86.8103567,28.0587031,-82.41385389999999,35.6055108,-77.3645653
688,New Orleans Bowl,12/22/2006,"New Orleans, LA",41,17,Troy,Rice,29.95106579999999,-90.0715323,31.8010955,-85.9572999,29.7173941,-95.40183119999999
689,Las Vegas Bowl,12/21/2006,"Las Vegas, NV",38,8,Brigham Young (19),Oregon,36.1699412,-115.1398296,40.2518435,-111.6493156,44.0448302,-123.0726055
690,Poinsettia Bowl,12/19/2006,"San Diego, CA",37,7,Texas Christian (25),Northern Illinois,32.715738,-117.1610838,32.7095936,-97.3635602,41.934233,-88.774069
691,BCS Championship,1/7/2008,"New Orleans, LA",38,24,Louisiana State (2),Ohio State (1),29.95106579999999,-90.0715323,30.4132579,-91.1800023,40.0068363,-83.0306222
692,GMAC Bowl,1/6/2008,"Mobile, AL",63,7,Tulsa,Bowling Green State,30.6953657,-88.0398912,36.1520526,-95.94607529999999,41.3797788,-83.6300826
693,International Bowl,1/5/2008,"Toronto, Canada",52,30,Rutgers,Ball State,43.653226,-79.3831843,40.5008186,-74.44739910000001,40.2049604,-85.40628459999999
694,Orange Bowl,1/3/2008,"Miami, FL",24,21,Kansas (8),Virginia Tech (5),25.7616798,-80.1917902,38.9543439,-95.2557961,37.22838429999999,-80.42341669999999
695,Fiesta Bowl,1/2/2008,"Glendale, AZ",48,28,West Virginia (11),Oklahoma (3),33.5386523,-112.1859866,39.6480359,-79.9697147,35.2058936,-97.4457137
696,Capital One Bowl,1/1/2008,"Orlando, FL",41,35,Michigan,Florida (9),28.5383355,-81.3792365,42.2780436,-83.7382241,29.6436325,-82.3549302
697,Cotton Bowl,1/1/2008,"Dallas, TX",38,7,Missouri (7),Arkansas (25),32.7766642,-96.79698789999999,38.9403808,-92.32773750000001,36.0686895,-94.1748471
698,Gator Bowl,1/1/2008,"Jacksonville, FL",31,28,Texas Tech,Virginia (21),30.3321838,-81.65565099999999,33.5842591,-101.8782822,38.0335529,-78.5079772
699,Outback Bowl,1/1/2008,"Tampa, FL",21,17,Tennessee (16),Wisconsin (18),27.950575,-82.4571776,35.9544013,-83.92945639999999,43.076592,-89.4124875
700,Rose Bowl,1/1/2008,"Pasadena, CA",49,17,Southern California (6),Illinois (13),34.1477849,-118.1445155,34.0223519,-118.285117,40.1019523,-88.2271615
701,Sugar Bowl,1/1/2008,"New Orleans, LA",41,10,Georgia (4),Hawaii (10),29.95106579999999,-90.0715323,33.9480053,-83.3773221,21.296939,-157.8171118
702,Armed Forces Bowl,12/31/2007,"Fort Worth, TX",42,36,California,Air Force,32.7554883,-97.3307658,37.8718992,-122.2585399,32.3771126,-86.3386457
703,Chick-fil-A Bowl,12/31/2007,"Atlanta, GA",23,20,Auburn (22),Clemson (15),33.7489954,-84.3879824,32.5933574,-85.4951663,34.6738437,-82.8368654
704,Humanitarian Bowl,12/31/2007,"Boise, ID",40,28,Fresno State,Georgia Tech,43.6150186,-116.2023137,36.81336410000001,-119.7460884,33.7756178,-84.39628499999999
705,Insight Bowl,12/31/2007,"Tempe, AZ",49,33,Oklahoma State,Indiana,33.4255104,-111.9400054,36.1270236,-97.07372219999999,39.1754487,-86.512627
706,Music City Bowl,12/31/2007,"Nashville, TN",35,28,Kentucky,Florida State,36.1626638,-86.7816016,38.0306511,-84.5039697,30.43495,-84.284994
707,Sun Bowl,12/31/2007,"El Paso, TX",56,21,Oregon,South Florida (23),31.7618778,-106.4850217,44.0448302,-123.0726055,28.0587031,-82.41385389999999
708,Independence Bowl,12/30/2007,"Shreveport, LA",30,24,Alabama,Colorado,32.5251516,-93.7501789,33.2140233,-87.5391418,40.00758099999999,-105.2659417
709,Alamo Bowl,12/29/2007,"San Antonio, TX",24,17,Penn State,Texas A&M,29.4241219,-98.49362819999999,40.7982133,-77.8599084,30.6187558,-96.33647719999999
710,Liberty Bowl,12/29/2007,"Memphis, TN",10,3,Mississippi State,Central Florida,35.1495343,-90.0489801,33.4551742,-88.79437659999999,28.6024274,-81.2000599
711,Meineke Car Care Bowl,12/29/2007,"Charlotte, NC",24,10,Wake Forest,Connecticut,35.2270869,-80.8431267,36.1354033,-80.27922749999999,41.8077414,-72.2539805
712,Champs Sports Bowl,12/28/2007,"Orlando, FL",24,21,Boston College (14),Michigan State,28.5383355,-81.3792365,42.3355488,-71.16849450000001,42.701848,-84.4821719
713,Emerald Bowl,12/28/2007,"San Francisco, CA",21,14,Oregon State,Maryland,37.7749295,-122.4194155,44.5637806,-123.2794443,38.9869183,-76.9425543
714,Texas Bowl,12/28/2007,"Houston, TX",20,13,Texas Christian,Houston,29.7604267,-95.3698028,32.7095936,-97.3635602,29.7199489,-95.3422334
715,Holiday Bowl,12/27/2007,"San Diego, CA",52,34,Texas (17),Arizona State (12),32.715738,-117.1610838,30.2849185,-97.7340567,32.2318851,-110.9501094
716,Motor City Bowl,12/26/2007,"Detroit, MI",51,48,Purdue,Central Michigan,42.331427,-83.0457538,40.4237054,-86.92119459999999,43.5819086,-84.7756364
717,Hawaii Bowl,12/23/2007,"Honolulu, HI",41,38,East Carolina,Boise State (24),21.3069444,-157.8583333,35.6055108,-77.3645653,43.6028311,-116.201767
718,Las Vegas Bowl,12/22/2007,"Las Vegas, NV",17,16,Brigham Young (19),UCLA,36.1699412,-115.1398296,40.2518435,-111.6493156,34.068921,-118.4451811
719,New Mexico Bowl,12/22/2007,"Albuquerque, NM",23,0,New Mexico,Nevada,35.0843859,-106.650422,35.0843187,-106.6197812,39.5441917,-119.816397
720,PapaJohns.com Bowl,12/22/2007,"Birmingham, AL",31,21,Cincinnati (20),Southern Mississippi,33.5185892,-86.8103567,39.1329219,-84.51495039999999,31.3298941,-89.3340439
721,New Orleans Bowl,12/21/2007,"New Orleans, LA",44,27,Florida Atlantic,Memphis,29.95106579999999,-90.0715323,26.3749876,-80.10106329999999,35.1187498,-89.9374928
722,Poinsettia Bowl,12/20/2007,"San Diego, CA",35,32,Utah,Navy,32.715738,-117.1610838,40.7649368,-111.8421021,38.98206580000001,-76.4839405
723,BCS Championship,1/8/2009,"Miami, FL",24,14,Florida (1),Oklahoma (2),25.7616798,-80.1917902,29.6436325,-82.3549302,35.2058936,-97.4457137
724,GMAC Bowl,1/6/2009,"Mobile, AL",45,13,Tulsa,Ball State (23),30.6953657,-88.0398912,36.1520526,-95.94607529999999,40.2049604,-85.40628459999999
725,Fiesta Bowl,1/5/2009,"Glendale, AZ",24,21,Texas (3),Ohio State (10),33.5386523,-112.1859866,30.2849185,-97.7340567,40.0068363,-83.0306222
726,International Bowl,1/3/2009,"Toronto, Canada",38,20,Connecticut,Buffalo,43.653226,-79.3831843,41.8077414,-72.2539805,43.0008093,-78.7889697
727,Sugar Bowl,1/2/2009,"New Orleans, LA",31,17,Utah (7),Alabama (4),29.95106579999999,-90.0715323,40.7649368,-111.8421021,33.2140233,-87.5391418
728,Cotton Bowl,1/2/2009,"Dallas, TX",47,34,Mississippi (20),Texas Tech (8),32.7766642,-96.79698789999999,34.3647324,-89.538443,33.5842591,-101.8782822
729,Liberty Bowl,1/2/2009,"Memphis, TN",25,19,Kentucky,East Carolina,35.1495343,-90.0489801,38.0306511,-84.5039697,35.6055108,-77.3645653
730,Orange Bowl,1/1/2009,"Miami, FL",20,7,Virginia Tech (21),Cincinnati (12),25.7616798,-80.1917902,37.22838429999999,-80.42341669999999,39.1329219,-84.51495039999999
731,Rose Bowl,1/1/2009,"Pasadena, CA",38,24,Southern California (5),Penn State (6),34.1477849,-118.1445155,34.0223519,-118.285117,40.7982133,-77.8599084
732,Capital One Bowl,1/1/2009,"Orlando, FL",24,12,Georgia (16),Michigan State (19),28.5383355,-81.3792365,33.9480053,-83.3773221,42.701848,-84.4821719
733,Gator Bowl,1/1/2009,"Jacksonville, FL",26,21,Nebraska,Clemson,30.3321838,-81.65565099999999,40.8201966,-96.70047629999999,34.6738437,-82.8368654
734,Outback Bowl,1/1/2009,"Tampa, FL",31,10,Iowa,South Carolina,27.950575,-82.4571776,41.6626963,-91.5548998,33.9937575,-81.0299186
735,Chick-fil-A Bowl,12/31/2008,"Atlanta, GA",38,3,Louisiana State,Georgia Tech (14),33.7489954,-84.3879824,30.4132579,-91.1800023,33.7756178,-84.39628499999999
736,Insight Bowl,12/31/2008,"Glendale, AZ",42,21,Kansas,Minnesota,33.5386523,-112.1859866,38.9543439,-95.2557961,44.97399,-93.2277285
737,Music City Bowl,12/31/2008,"Nashville, TN",16,14,Vanderbilt,Boston College,36.1626638,-86.7816016,36.1447034,-86.8026551,42.3355488,-71.16849450000001
738,Sun Bowl,12/31/2008,"El Paso, TX",3,0,Oregon State (24),Pittsburgh (18),31.7618778,-106.4850217,44.5637806,-123.2794443,40.4443533,-79.960835
739,Armed Forces Bowl,12/31/2008,"Fort Worth, TX",34,28,Houston,Air Force,32.7554883,-97.3307658,29.7199489,-95.3422334,32.3771126,-86.3386457
740,Holiday Bowl,12/30/2008,"San Diego, CA",42,31,Oregon (15),Oklahoma State (13),32.715738,-117.1610838,44.0448302,-123.0726055,36.1270236,-97.07372219999999
741,Texas Bowl,12/30/2008,"Houston, TX",38,14,Rice,Western Michigan,29.7604267,-95.3698028,29.7173941,-95.40183119999999,42.2837336,-85.6102507
742,Humanitarian Bowl,12/30/2008,"Boise, ID",42,35,Maryland,Nevada,43.6150186,-116.2023137,38.9869183,-76.9425543,39.5441917,-119.816397
743,Alamo Bowl,12/29/2008,"San Antonio, TX",30,23,Missouri (25),Northwestern (22),29.4241219,-98.49362819999999,38.9403808,-92.32773750000001,45.031563,-93.168573
744,PapaJohns.com Bowl,12/29/2008,"Birmingham, AL",29,23,Rutgers,North Carolina State,33.5185892,-86.8103567,40.5008186,-74.44739910000001,35.7846633,-78.6820946
745,Independence Bowl,12/28/2008,"Shreveport, LA",17,10,Louisiana Tech,Northern Illinois,32.5251516,-93.7501789,32.5282644,-92.6499298,41.934233,-88.774069
746,Emerald Bowl,12/27/2008,"San Francisco, CA",24,17,California,Miami (FL),37.7749295,-122.4194155,37.8718992,-122.2585399,25.7178924,-80.2746368
747,Champs Sports Bowl,12/27/2008,"Orlando, FL",42,13,Florida State,Wisconsin,28.5383355,-81.3792365,30.43495,-84.284994,43.076592,-89.4124875
748,Meineke Car Care Bowl,12/27/2008,"Charlotte, NC",31,30,West Virginia,North Carolina,35.2270869,-80.8431267,39.6480359,-79.9697147,35.9049122,-79.0469134
749,Motor City Bowl,12/26/2008,"Detroit, MI",24,21,Florida Atlantic,Central Michigan,42.331427,-83.0457538,26.3749876,-80.10106329999999,43.5819086,-84.7756364
750,Hawaii Bowl,12/24/2008,"Honolulu, HI",49,21,Notre Dame,Hawaii,21.3069444,-157.8583333,41.7055716,-86.2353388,21.296939,-157.8171118
751,Poinsettia Bowl,12/23/2008,"San Diego, CA",17,16,Texas Christian (11),Boise State (9),32.715738,-117.1610838,32.7095936,-97.3635602,43.6028311,-116.201767
752,New Orleans Bowl,12/21/2008,"New Orleans, LA",30,27,Southern Mississippi,Troy,29.95106579999999,-90.0715323,31.3298941,-89.3340439,31.8010955,-85.9572999
753,Las Vegas Bowl,12/20/2008,"Las Vegas, NV",31,21,Arizona,Brigham Young (17),36.1699412,-115.1398296,32.2318851,-110.9501094,40.2518435,-111.6493156
754,St. Petersburg Bowl,12/20/2008,"St. Petersburg, FL",41,14,South Florida,Memphis,27.7676008,-82.64029149999999,28.0587031,-82.41385389999999,35.1187498,-89.9374928
755,New Mexico Bowl,12/20/2008,"Albuquerque, NM",40,35,Colorado State,Fresno State,35.0843859,-106.650422,40.573436,-105.0865473,36.81336410000001,-119.7460884
756,EagleBank Bowl,12/20/2008,"Washington, DC",29,19,Wake Forest,Navy,38.9071923,-77.0368707,36.1354033,-80.27922749999999,38.98206580000001,-76.4839405
757,BCS Championship,1/7/2010,"Pasadena, CA",37,21,Alabama (1),Texas (2),34.1477849,-118.1445155,33.2140233,-87.5391418,30.2849185,-97.7340567
758,GMAC Bowl,1/6/2010,"Mobile, AL",44,41,Central Michigan (25),Troy,30.6953657,-88.0398912,43.5819086,-84.7756364,31.8010955,-85.9572999
759,Orange Bowl,1/5/2010,"Miami, FL",24,14,Iowa (10),Georgia Tech (9),25.7616798,-80.1917902,41.6626963,-91.5548998,33.7756178,-84.39628499999999
760,Fiesta Bowl,1/4/2010,"Glendale, AZ",17,10,Boise State (6),Texas Christian (3),33.5386523,-112.1859866,43.6028311,-116.201767,32.7095936,-97.3635602
761,Alamo Bowl,1/2/2010,"San Antonio, TX",41,31,Texas Tech,Michigan State,29.4241219,-98.49362819999999,33.5842591,-101.8782822,42.701848,-84.4821719
762,Cotton Bowl,1/2/2010,"Arlington, TX",21,7,Mississippi,Oklahoma State (21),32.735687,-97.10806559999999,34.3647324,-89.538443,36.1270236,-97.07372219999999
763,International Bowl,1/2/2010,"Toronto, Canada",27,3,South Florida,Northern Illinois,43.653226,-79.3831843,28.0587031,-82.41385389999999,41.934233,-88.774069
764,Liberty Bowl,1/2/2010,"Memphis, TN",20,17,Arkansas,East Carolina,35.1495343,-90.0489801,36.0686895,-94.1748471,35.6055108,-77.3645653
765,PapaJohns.com Bowl,1/2/2010,"Birmingham, AL",20,7,Connecticut,South Carolina,33.5185892,-86.8103567,41.8077414,-72.2539805,33.9937575,-81.0299186
766,Outback Bowl,1/1/2010,"Tampa, FL",38,35,Auburn,Northwestern,27.950575,-82.4571776,32.5933574,-85.4951663,45.031563,-93.168573
767,Capital One Bowl,1/1/2010,"Orlando, FL",19,17,Penn State (11),Louisiana State (13),28.5383355,-81.3792365,40.7982133,-77.8599084,30.4132579,-91.1800023
768,Gator Bowl,1/1/2010,"Jacksonville, FL",33,21,Florida State,West Virginia (18),30.3321838,-81.65565099999999,30.43495,-84.284994,39.6480359,-79.9697147
769,Rose Bowl,1/1/2010,"Pasadena, CA",26,17,Ohio State (8),Oregon (7),34.1477849,-118.1445155,40.0068363,-83.0306222,44.0448302,-123.0726055
770,Sugar Bowl,1/1/2010,"New Orleans, LA",51,24,Florida (5),Cincinnati (4),29.95106579999999,-90.0715323,29.6436325,-82.3549302,39.1329219,-84.51495039999999
771,Texas Bowl,12/31/2009,"Houston, TX",35,13,Navy,Missouri,29.7604267,-95.3698028,38.98206580000001,-76.4839405,38.9403808,-92.32773750000001
772,Sun Bowl,12/31/2009,"El Paso, TX",31,27,Oklahoma,Stanford (19),31.7618778,-106.4850217,35.2058936,-97.4457137,37.4274745,-122.169719
773,Armed Forces Bowl,12/31/2009,"Fort Worth, TX",47,20,Air Force,Houston,32.7554883,-97.3307658,32.3771126,-86.3386457,29.7199489,-95.3422334
774,Chick-fil-A Bowl,12/31/2009,"Atlanta, GA",37,14,Virginia Tech (12),Tennessee,33.7489954,-84.3879824,37.22838429999999,-80.42341669999999,35.9544013,-83.92945639999999
775,Insight Bowl,12/31/2009,"Tempe, AZ",14,13,Iowa State,Minnesota,33.4255104,-111.9400054,42.0266187,-93.6464654,44.97399,-93.2277285
776,Holiday Bowl,12/30/2009,"San Diego, CA",33,0,Nebraska (20),Arizona (22),32.715738,-117.1610838,40.8201966,-96.70047629999999,32.2318851,-110.9501094
777,Humanitarian Bowl,12/30/2009,"Boise, ID",43,42,Idaho,Bowling Green State,43.6150186,-116.2023137,46.7288124,-117.0126084,41.3797788,-83.6300826
778,Champs Sports Bowl,12/29/2009,"Orlando, FL",20,14,Wisconsin (24),Miami (FL) (14),28.5383355,-81.3792365,43.076592,-89.4124875,25.7178924,-80.2746368
779,EagleBank Bowl,12/29/2009,"Washington, DC",30,21,UCLA,Temple,38.9071923,-77.0368707,34.068921,-118.4451811,39.9805942,-75.1557376
780,Independence Bowl,12/28/2009,"Shreveport, LA",44,20,Georgia,Texas A&M,32.5251516,-93.7501789,33.9480053,-83.3773221,30.6187558,-96.33647719999999
781,Music City Bowl,12/27/2009,"Nashville, TN",21,13,Clemson,Kentucky,36.1626638,-86.7816016,34.6738437,-82.8368654,38.0306511,-84.5039697
782,Little Caesars Bowl,12/26/2009,"Detroit, MI",21,17,Marshall,Ohio,42.331427,-83.0457538,38.4235252,-82.42641449999999,39.324358,-82.10138889999999
783,Emerald Bowl,12/26/2009,"San Francisco, CA",24,13,Southern California,Boston College,37.7749295,-122.4194155,34.0223519,-118.285117,42.3355488,-71.16849450000001
784,Meineke Car Care Bowl,12/26/2009,"Charlotte, NC",19,17,Pittsburgh (17),North Carolina,35.2270869,-80.8431267,40.4443533,-79.960835,35.9049122,-79.0469134
785,Hawaii Bowl,12/24/2009,"Honolulu, HI",45,10,Southern Methodist,Nevada,21.3069444,-157.8583333,32.8412178,-96.78451749999999,39.5441917,-119.816397
786,Poinsettia Bowl,12/23/2009,"San Diego, CA",37,27,Utah (23),California,32.715738,-117.1610838,40.7649368,-111.8421021,37.8718992,-122.2585399
787,Las Vegas Bowl,12/22/2009,"Las Vegas, NV",44,20,Brigham Young (15),Oregon State (16),36.1699412,-115.1398296,40.2518435,-111.6493156,44.5637806,-123.2794443
788,New Orleans Bowl,12/20/2009,"New Orleans, LA",42,32,Middle Tennessee State,Southern Mississippi,29.95106579999999,-90.0715323,35.8486105,-86.3648813,31.3298941,-89.3340439
789,New Mexico Bowl,12/19/2009,"Albuquerque, NM",35,28,Wyoming,Fresno State,35.0843859,-106.650422,41.3148754,-105.5665744,36.81336410000001,-119.7460884
790,St. Petersburg Bowl,12/19/2009,"St. Petersburg, FL",45,24,Rutgers,Central Florida,27.7676008,-82.64029149999999,40.5008186,-74.44739910000001,28.6024274,-81.2000599
791,BCS Championship,1/10/2011,"Glendale, AZ",22,19,Auburn (1),Oregon (2),33.5386523,-112.1859866,32.5933574,-85.4951663,44.0448302,-123.0726055
792,Fight Hunger Bowl,1/9/2011,"San Francisco, CA",20,13,Nevada (13),Boston College,37.7749295,-122.4194155,39.5441917,-119.816397,42.3355488,-71.16849450000001
793,BBVA Compass Bowl,1/8/2011,"Birmingham, AL",27,10,Pittsburgh,Kentucky,33.5185892,-86.8103567,40.4443533,-79.960835,38.0306511,-84.5039697
794,Cotton Bowl,1/7/2011,"Arlington, TX",41,24,Louisiana State (11),Texas A&M (18),32.735687,-97.10806559999999,30.4132579,-91.1800023,30.6187558,-96.33647719999999
795,GoDaddy.com Bowl,1/6/2011,"Mobile, AL",35,21,Miami (OH),Middle Tennessee State,30.6953657,-88.0398912,25.7178924,-80.2746368,35.8486105,-86.3648813
796,Sugar Bowl,1/4/2011,"New Orleans, LA",31,26,Ohio State (6),Arkansas (8),29.95106579999999,-90.0715323,40.0068363,-83.0306222,36.0686895,-94.1748471
797,Orange Bowl,1/3/2011,"Miami, FL",40,12,Stanford (5),Virginia Tech (12),25.7616798,-80.1917902,37.4274745,-122.169719,37.22838429999999,-80.42341669999999
798,Capital One Bowl,1/1/2011,"Orlando, FL",49,7,Alabama (15),Michigan State (7),28.5383355,-81.3792365,33.2140233,-87.5391418,42.701848,-84.4821719
799,Outback Bowl,1/1/2011,"Tampa, FL",37,24,Florida,Penn State,27.950575,-82.4571776,29.6436325,-82.3549302,40.7982133,-77.8599084
800,Fiesta Bowl,1/1/2011,"Glendale, AZ",48,20,Oklahoma (9),Connecticut (25),33.5386523,-112.1859866,35.2058936,-97.4457137,41.8077414,-72.2539805
801,Gator Bowl,1/1/2011,"Jacksonville, FL",52,14,Mississippi State (21),Michigan,30.3321838,-81.65565099999999,33.4551742,-88.79437659999999,42.2780436,-83.7382241
802,Rose Bowl,1/1/2011,"Pasadena, CA",21,19,Texas Christian (3),Wisconsin (4),34.1477849,-118.1445155,32.7095936,-97.3635602,43.076592,-89.4124875
803,Ticket City Bowl,1/1/2011,"Dallas, TX",45,38,Texas Tech,Northwestern,32.7766642,-96.79698789999999,33.5842591,-101.8782822,45.031563,-93.168573
804,Sun Bowl,12/31/2010,"El Paso, TX",33,17,Notre Dame,Miami (FL),31.7618778,-106.4850217,41.7055716,-86.2353388,25.7178924,-80.2746368
805,Meineke Car Care Bowl,12/31/2010,"Charlotte, NC",31,26,South Florida,Clemson,35.2270869,-80.8431267,28.0587031,-82.41385389999999,34.6738437,-82.8368654
806,Chick-fil-A Bowl,12/31/2010,"Atlanta, GA",26,17,Florida State (23),South Carolina (19),33.7489954,-84.3879824,30.43495,-84.284994,33.9937575,-81.0299186
807,Liberty Bowl,12/31/2010,"Memphis, TN",10,6,Central Florida,Georgia,35.1495343,-90.0489801,28.6024274,-81.2000599,33.9480053,-83.3773221
